id,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,Resolution,Pantalla,Brand,Family,Model,Clock Speed (GHz),Gpu Brand,Gpu Model,Gpu Type,Storage Type,Componentes_principales
1007,HP,Notebook,13.3,4,Windows 10,1.32,699.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.6390573296152584
476,Lenovo,2 in 1 Convertible,10.1,4,Windows 10,0.69,479.0,1920x1200,Touchscreen,Intel,Atom,x5-Z8550,1.44,Intel,HD Graphics 400,Unknown,Flash Storage,1.6094379124341003
475,Asus,Notebook,14.0,8,Windows 10,1.4,941.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD,2.833213344056216
125,Acer,Notebook,15.6,8,Linux,2.5,879.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050,Dedicated,SSD,3.295836866004329
1154,HP,Ultrabook,14.0,8,Windows 10,1.54,1468.0,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
1184,HP,Workstation,15.6,8,Windows 10,2.6,1738.27,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,Quadro M1200,Dedicated,SSD,3.4657359027997265
322,Fujitsu,Notebook,15.6,8,Windows 10,2.2,739.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.772588722239781
280,Samsung,Ultrabook,15.0,16,Windows 10,1.23,1849.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,SSD,3.4011973816621555
63,Lenovo,Notebook,15.6,8,No OS,2.2,629.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 940MX,Dedicated,SSD,2.8903717578961645
547,Asus,Gaming,15.6,16,Windows 10,2.1,1899.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6375861597263857
1293,Lenovo,Notebook,13.3,4,Chrome OS,1.45,459.9,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 510,Unknown,Flash Storage,1.791759469228055
536,Acer,Notebook,15.6,4,Linux,2.1,390.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.0794415416798357
687,Lenovo,Notebook,15.6,4,Windows 10,1.9,498.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.6390573296152584
1023,Dell,Notebook,15.6,8,Linux,2.2,599.9,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R5 M430,Dedicated,HDD,2.8903717578961645
210,HP,Notebook,15.6,4,Windows 10,2.1,398.0,1920x1080,Full HD,AMD,A6-Series,9220,2.5,AMD,Radeon R4,Dedicated,HDD,2.0794415416798357
657,Dell,Notebook,15.6,8,Windows 10,1.9,1008.52,1366x768,Full HD,Intel,Core i5,7300U,2.6,Intel,HD Graphics 620,Unknown,HDD,3.091042453358316
671,Asus,Gaming,15.6,8,Windows 10,2.3,1655.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.4011973816621555
194,Lenovo,Notebook,15.6,4,Windows 10,2.3,977.0,1920x1080,Full HD,Intel,Core i5,6300HQ,2.3,Nvidia,GeForce GTX 950M,Dedicated,HDD,2.6390573296152584
672,HP,Notebook,14.0,8,Windows 10,1.48,1292.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
1152,Acer,Notebook,15.6,4,Windows 10,2.23,619.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
201,MSI,Gaming,17.3,16,Windows 10,2.8,1890.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6375861597263857
792,Acer,Notebook,14.0,8,Windows 10,2.1,389.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.4849066497880004
306,Lenovo,Ultrabook,14.0,16,Windows 10,1.14,2450.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.4011973816621555
828,Dell,Notebook,15.6,16,Windows 10,2.3,859.01,1920x1080,Full HD,Intel,Core i7,7500U,2.7,AMD,Radeon R7 M445,Dedicated,HDD,3.332204510175204
1055,HP,Netbook,12.5,8,Windows 10,1.26,1483.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
813,Dell,Gaming,17.3,32,Windows 10,4.36,3659.4,3840x2160,4K Ultra HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD,4.060443010546419
1000,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,1920x1080,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
110,HP,Notebook,15.6,8,Windows 10,2.04,806.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.772588722239781
399,Acer,Notebook,15.6,4,Linux,2.4,441.8,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
636,Lenovo,Notebook,15.6,8,No OS,2.2,709.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,HDD,2.995732273553991
1264,HP,Ultrabook,14.0,4,Windows 10,1.48,1082.0,1920x1080,Full HD,Intel,Core i5,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
318,Lenovo,Gaming,15.6,16,Windows 10,2.5,1079.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD,3.58351893845611
172,Acer,2 in 1 Convertible,14.0,8,Windows 10,1.2,1149.0,1920x1080,Full HD,Intel,Core i7,7Y75,1.3,Intel,HD Graphics 615,Unknown,SSD,3.4011973816621555
293,Acer,Notebook,15.6,8,Windows 10,3.0,951.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Nvidia,GeForce MX150,Dedicated,SSD,2.995732273553991
138,Lenovo,2 in 1 Convertible,14.0,8,Windows 7,1.8,2050.38,1920x1080,Full HD,Intel,Core i7,6600U,2.6,Nvidia,Quadro M500M,Dedicated,SSD,3.4965075614664802
747,MSI,Gaming,15.6,8,Windows 10,2.3,1169.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 960M,Dedicated,SSD,3.258096538021482
801,Lenovo,Notebook,14.0,16,Windows 7,1.1,2620.0,2560x1440,Full HD,Intel,Core i7,6600U,2.6,Intel,HD Graphics 520,Unknown,SSD,3.5553480614894135
45,Dell,Ultrabook,14.0,8,Windows 10,1.36,1680.0,1920x1080,Full HD,Intel,Core i7,7600U,2.8,Intel,HD Graphics,Unknown,SSD,3.1780538303479458
1262,Lenovo,Notebook,15.6,8,Windows 10,2.2,589.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD,2.6390573296152584
923,Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,689.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
879,Acer,Notebook,17.3,8,Windows 10,3.3,629.0,1600x900,Full HD,Intel,Core i3,6006U,2.0,Nvidia,GeForce 940MX,Dedicated,HDD,2.4849066497880004
931,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1590.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
730,Asus,Gaming,15.6,8,Windows 10,2.2,1169.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 1060,Dedicated,HDD,3.295836866004329
55,Asus,Notebook,15.6,8,Linux,2.3,597.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Nvidia,GeForce 940MX,Dedicated,HDD,2.5649493574615367
373,HP,2 in 1 Convertible,13.3,8,Windows 10,1.48,2041.0,2560x1440,Touchscreen,Intel,Core i7,6600U,2.6,Intel,HD Graphics 520,Unknown,SSD,3.295836866004329
603,Lenovo,Notebook,15.6,6,Windows 10,2.2,789.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 940MX,Dedicated,SSD,2.995732273553991
197,Toshiba,Notebook,13.3,8,Windows 10,1.05,1475.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
599,Asus,Gaming,17.3,8,Windows 10,3.2,1695.0,1920x1080,Full HD,AMD,Ryzen,1600,3.2,AMD,Radeon RX 580,Dedicated,SSD,3.367295829986474
1258,Acer,Gaming,17.3,16,Windows 10,4.2,2299.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6375861597263857
682,HP,Notebook,14.0,4,Windows 10,1.63,722.0,1366x768,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,HDD,2.3978952727983707
752,Acer,Ultrabook,14.0,8,Windows 10,1.6,770.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD,2.833213344056216
283,Mediacom,Notebook,13.3,4,Windows 10,1.35,255.0,1920x1080,Full HD,Intel,Atom,x5-Z8350,1.44,Intel,HD Graphics,Unknown,Flash Storage,1.6094379124341003
1205,Toshiba,Notebook,15.6,8,Windows 10,2.0,1388.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
1237,Acer,Notebook,15.6,4,Linux,2.1,272.0,1366x768,Full HD,Intel,Celeron,Dual,2.0,Intel,HD Graphics 500,Unknown,HDD,1.791759469228055
28,Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,1299.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.258096538021482
809,Dell,Notebook,15.6,8,Windows 10,2.13,767.8,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon 520,Dedicated,SSD,2.9444389791664403
1274,HP,Notebook,15.6,6,Windows 10,1.91,568.9,1920x1080,Full HD,AMD,A10-Series,A10-9620P,2.5,AMD,Radeon 530,Dedicated,SSD,2.5649493574615367
532,HP,Notebook,15.6,8,Windows 10,1.96,598.99,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
1167,Razer,Gaming,14.0,16,Windows 10,1.95,3499.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6375861597263857
942,Lenovo,Notebook,15.6,8,Windows 10,2.3,911.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
638,Acer,Notebook,15.6,6,Windows 10,2.1,479.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD,2.3978952727983707
739,HP,Notebook,15.6,8,Windows 10,2.04,900.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Nvidia,GeForce 930MX,Dedicated,HDD,3.044522437723423
1181,Asus,Notebook,15.6,4,Windows 10,2.37,398.99,1366x768,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD,2.1972245773362196
109,Asus,Gaming,17.3,16,Windows 10,4.0,1900.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 970M,Dedicated,SSD,3.6635616461296463
1235,Dell,Notebook,15.6,8,Windows 10,2.18,713.99,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
640,HP,Ultrabook,15.6,8,Windows 10,1.84,1296.99,1920x1080,Full HD,Intel,Core i7,6500U,2.5,AMD,Radeon R7 M365X,Dedicated,SSD,3.091042453358316
319,Lenovo,Notebook,15.6,8,No OS,2.3,573.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,SSD,2.8903717578961645
1002,Asus,Notebook,14.0,2,Windows 10,1.65,199.0,1366x768,Full HD,AMD,E-Series,E2-6110,1.5,AMD,Radeon R2,Dedicated,Flash Storage,1.0986122886681098
132,Dell,Notebook,14.0,4,Windows 10,1.76,755.0,1366x768,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,HDD,2.6390573296152584
560,HP,Netbook,11.6,2,Windows 10,1.17,209.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage,1.3862943611198906
601,Asus,Notebook,15.6,4,Windows 10,1.86,419.0,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,SSD,2.0794415416798357
495,Dell,Gaming,17.3,32,Windows 10,4.42,3072.89,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1070,Dedicated,SSD,4.060443010546419
839,Asus,Gaming,15.6,16,Windows 10,2.5,1799.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD,3.58351893845611
622,Dell,2 in 1 Convertible,15.6,8,Windows 10,2.67,799.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD,2.833213344056216
619,Asus,Notebook,17.3,4,Windows 10,2.0,564.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Nvidia,GeForce 920MX,Dedicated,HDD,1.9459101490553132
631,MSI,Gaming,14.0,16,Windows 10,1.6,1891.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6375861597263857
515,Lenovo,Notebook,17.3,8,No OS,2.8,698.0,1600x900,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce MX150,Dedicated,SSD,2.833213344056216
869,LG,Ultrabook,15.6,8,Windows 10,1.09,2299.0,1920x1080,Full HD,Intel,Core i7,8550U,1.8,Intel,HD Graphics 620,Unknown,SSD,2.995732273553991
1068,HP,Workstation,15.6,8,Windows 7,2.59,2229.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,Quadro M1000M,Dedicated,SSD,3.4657359027997265
99,Dell,Ultrabook,14.0,8,Windows 10,1.5,1962.98,2560x1440,Touchscreen,Intel,Core i7,6600U,2.6,Intel,HD Graphics 520,Unknown,SSD,3.295836866004329
795,Asus,Notebook,14.0,4,Windows 10 S,1.65,277.99,1366x768,Full HD,AMD,E-Series,6110,1.5,AMD,Radeon R2,Dedicated,SSD,2.0794415416798357
408,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,1499.0,3200x1800,Quad HD+,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,3.332204510175204
634,Asus,Gaming,17.3,24,Windows 10,4.33,1269.0,1920x1080,Full HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 965M,Dedicated,SSD,3.7612001156935624
489,Acer,Notebook,15.6,4,Windows 10,2.1,400.0,1366x768,Full HD,AMD,A9-Series,9420,3.0,AMD,Radeon R5,Dedicated,HDD,1.791759469228055
544,MSI,Gaming,17.3,8,Windows 10,2.7,1409.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.4011973816621555
853,Lenovo,Notebook,15.6,8,Windows 10,2.3,850.66,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.772588722239781
15,Lenovo,Notebook,14.0,8,Windows 10,1.32,1650.0,1920x1080,Full HD,Intel,Core i5,7300U,2.6,Intel,HD Graphics 620,Unknown,SSD,3.1780538303479458
485,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1649.0,1920x1080,Full HD,Intel,Core i7,7Y75,1.3,Intel,HD Graphics 615,Unknown,SSD,3.6375861597263857
290,Asus,Notebook,15.6,4,Windows 10,2.0,304.0,1366x768,Full HD,Intel,Pentium,Quad,1.1,Intel,HD Graphics 500,Unknown,HDD,1.791759469228055
860,Acer,Notebook,15.6,12,Windows 10,2.2,693.99,1366x768,Full HD,Intel,Core i5,8250U,1.6,Nvidia,GeForce MX130,Dedicated,HDD,2.8903717578961645
1206,HP,Notebook,14.0,4,Windows 10,1.95,1060.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
1174,Dell,Notebook,15.6,8,Windows 10,2.18,789.81,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M420,Dedicated,SSD,2.772588722239781
566,Dell,Notebook,15.6,4,Linux,2.18,465.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,AMD,Radeon R5 M420,Dedicated,HDD,1.791759469228055
227,Lenovo,Gaming,15.6,8,No OS,2.4,809.0,1920x1080,Full HD,Intel,Core i5,7300HQ,2.5,Nvidia,GeForce GTX 1050,Dedicated,SSD,2.9444389791664403
967,HP,Notebook,15.6,6,Windows 10,2.04,549.99,1920x1080,Full HD,AMD,A9-Series,9410,2.9,AMD,Radeon R7 M440,Dedicated,Hybrid,2.9444389791664403
423,Dell,Notebook,14.0,4,Windows 10,1.76,585.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.0794415416798357
1221,Acer,Notebook,14.0,4,Windows 10,1.6,329.0,1920x1080,Full HD,Intel,Celeron,Quad,1.1,Intel,HD Graphics 500,Unknown,Flash Storage,1.6094379124341003
1116,HP,Ultrabook,13.3,8,Windows 10,1.39,1149.0,3200x1800,Quad HD+,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
947,Asus,Notebook,15.6,8,Windows 10,2.0,399.0,1366x768,Full HD,Intel,Celeron,Dual,1.1,Intel,HD Graphics 500,Unknown,HDD,2.302585092994046
178,Lenovo,Ultrabook,14.0,8,Windows 10,1.17,1686.64,2560x1440,Quad HD+,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
580,Dell,Notebook,14.0,8,Linux,1.64,1089.0,1920x1080,Full HD,Intel,Core i5,7440HQ,2.8,Nvidia,GeForce 930MX,Dedicated,SSD,3.1780538303479458
370,Dell,Notebook,15.6,8,Windows 10,2.0,665.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD,2.6390573296152584
291,Apple,Ultrabook,12.0,8,macOS,0.92,1510.0,2304x1440,Retina Display,Intel,Core i5,1.3GHz,1.3,Intel,HD Graphics 615,Unknown,SSD,3.332204510175204
652,Acer,Notebook,17.3,4,Windows 10,3.0,655.0,1920x1080,Full HD,Intel,Core i3,7130U,2.7,Nvidia,GeForce MX130,Dedicated,HDD,2.4849066497880004
349,Lenovo,Ultrabook,14.0,12,Windows 7,1.4,2299.0,1920x1080,Full HD,Intel,Core i7,6600U,2.6,Intel,HD Graphics 520,Unknown,SSD,3.4339872044851463
23,Apple,Ultrabook,13.3,8,macOS,1.34,898.94,1440x900,Full HD,Intel,Core i5,1.8GHz,1.8,Intel,HD Graphics 6000,Unknown,Flash Storage,2.833213344056216
956,Acer,Notebook,15.6,4,Windows 10,2.1,449.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD,2.302585092994046
996,HP,Notebook,17.3,8,Windows 10,2.65,544.15,1600x900,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.4849066497880004
1296,Dell,Gaming,15.6,16,Windows 10,2.6,1349.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD,3.58351893845611
482,Lenovo,Gaming,17.3,16,Windows 10,4.6,2749.99,1920x1080,Full HD,Intel,Core i7,6820HK,2.7,Nvidia,GeForce GTX 980M,Dedicated,SSD,3.784189633918261
650,Acer,Notebook,15.6,4,Linux,2.1,412.0,1366x768,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,SSD,2.302585092994046
624,Acer,Notebook,14.0,4,Windows 10,1.6,349.0,1366x768,Full HD,Intel,Pentium,Quad,1.6,Intel,HD Graphics 405,Unknown,Flash Storage,1.791759469228055
888,HP,2 in 1 Convertible,13.3,8,Windows 10,1.26,1398.99,1920x1080,Full HD,Intel,Core i5,8250U,1.6,Intel,UHD Graphics 620,Unknown,SSD,2.833213344056216
488,Acer,Notebook,14.0,2,Chrome OS,1.68,330.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics 400,Unknown,Flash Storage,1.3862943611198906
1238,Dell,Notebook,15.6,4,Linux,2.3,598.9,1920x1080,Full HD,Intel,Core i5,7200U,2.5,AMD,Radeon R5 M430,Dedicated,SSD,2.4849066497880004
154,Dell,Notebook,14.0,8,Windows 10,1.56,1229.0,1920x1080,Full HD,Intel,Core i5,6300U,2.4,Intel,HD Graphics 520,Unknown,SSD,2.9444389791664403
381,Asus,2 in 1 Convertible,12.5,4,Chrome OS,1.2,669.0,1920x1080,Full HD,Intel,Core M,M3-6Y30,0.9,Intel,HD Graphics 515,Unknown,Flash Storage,2.3978952727983707
512,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2049.0,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,Flash Storage,2.9444389791664403
494,Lenovo,Notebook,15.6,16,Windows 7,2.5,2370.0,3840x2160,4K Ultra HD,Intel,Core i7,6820HQ,2.7,Nvidia,Quadro M2000M,Dedicated,SSD,3.784189633918261
742,Dell,2 in 1 Convertible,15.6,4,Windows 10,2.08,795.99,1920x1080,Full HD,Intel,Core i3,6100U,2.3,Intel,HD Graphics 520,Unknown,HDD,2.4849066497880004
61,Dell,Notebook,17.3,8,Windows 10,2.8,1085.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 530,Dedicated,SSD,2.772588722239781
907,Dell,Notebook,15.6,8,Windows 10,2.09,1046.44,1920x1080,Full HD,Intel,Core i5,6300U,2.4,Intel,HD Graphics 520,Unknown,HDD,2.833213344056216
308,MSI,Gaming,17.3,16,Windows 10,4.14,2199.0,1920x1080,Full HD,Intel,Core i7,6820HK,2.7,Nvidia,GeForce GTX 970M,Dedicated,SSD,3.7376696182833684
72,Asus,Notebook,15.6,4,Windows 10,2.2,369.0,1366x768,Full HD,Intel,Celeron,Dual,1.6,Intel,HD Graphics,Unknown,HDD,1.9459101490553132
454,Dell,Notebook,15.6,8,Windows 10,2.2,675.0,1920x1080,Full HD,Intel,Core i5,8250U,1.6,AMD,Radeon 520,Dedicated,HDD,2.6390573296152584
978,MSI,Gaming,17.3,16,Windows 10,2.43,2649.0,3840x2160,4K Ultra HD,Intel,Core i7,6700HQ,2.6,Nvidia,GeForce GTX 1060,Dedicated,SSD,3.6109179126442243
581,Mediacom,Notebook,14.0,4,Windows 10,1.45,389.0,1920x1080,Full HD,Intel,Celeron,Quad,1.1,Intel,HD Graphics 500,Unknown,SSD,2.0794415416798357
1192,Apple,Ultrabook,13.3,8,macOS,1.37,2040.0,2560x1600,Retina Display,Intel,Core i5,3.1GHz,3.1,Intel,Iris Plus Graphics 650,Unknown,SSD,3.5263605246161616
1268,Lenovo,Ultrabook,14.0,8,Windows 10,1.75,1215.38,1920x1080,Full HD,Intel,Core i7,8550U,1.8,AMD,Radeon RX 550,Dedicated,SSD,3.044522437723423
1160,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1757.42,1920x1080,Full HD,Intel,Core i7,7500U,2.7,Intel,HD Graphics 620,Unknown,SSD,3.091042453358316
1040,Lenovo,Notebook,15.6,4,Windows 10,2.38,1055.0,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
658,Dell,Notebook,15.6,8,Windows 10,1.93,1369.0,1920x1080,Full HD,Intel,Core i7,7600U,2.8,Nvidia,GeForce 930MX,Dedicated,SSD,3.295836866004329
1018,Lenovo,2 in 1 Convertible,15.6,4,Windows 10,2.1,867.0,1920x1080,Full HD,Intel,Core i5,6200U,2.3,Intel,HD Graphics 520,Unknown,SSD,2.772588722239781
531,Lenovo,Gaming,15.6,16,Windows 10,2.4,1129.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,Dedicated,SSD,3.58351893845611
723,Dell,Ultrabook,12.5,8,Windows 10,1.6,1690.0,1920x1080,Full HD,Intel,Core i7,7600U,2.8,Intel,HD Graphics 620,Unknown,SSD,3.258096538021482
1077,Lenovo,Notebook,15.6,8,Windows 10,2.3,819.0,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Nvidia,GeForce 940MX,Dedicated,SSD,2.8903717578961645
877,Asus,Ultrabook,13.3,8,Windows 10,1.2,729.0,1920x1080,Full HD,Intel,Core M,6Y30,0.9,Intel,HD Graphics 515,Unknown,SSD,2.8903717578961645
645,HP,Notebook,15.6,4,Windows 10,1.86,488.69,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
342,HP,Notebook,15.6,4,Windows 10,1.86,469.0,1920x1080,Full HD,Intel,Core i3,6006U,2.0,Intel,HD Graphics 520,Unknown,HDD,2.0794415416798357
426,MSI,Gaming,17.3,16,Windows 10,4.14,2729.0,1920x1080,Full HD,Intel,Core i7,7820HK,2.9,Nvidia,GeForce GTX 1070,Dedicated,SSD,3.912023005428146
753,Lenovo,Notebook,14.0,8,Windows 10,1.8,1191.0,1920x1080,Full HD,Intel,Core i5,6300HQ,2.3,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
261,Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,1867.85,2256x1504,Touchscreen,Intel,Core i7,7600U,2.8,Intel,Iris Plus Graphics 640,Unknown,SSD,3.367295829986474
395,Apple,Ultrabook,12.0,8,Mac OS X,0.92,1165.0,2304x1440,Retina Display,Intel,Core M,1.2GHz,1.2,Intel,HD Graphics 5300,Unknown,Flash Storage,2.995732273553991
766,Lenovo,Notebook,15.6,4,No OS,1.9,489.9,1366x768,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.4849066497880004
209,Dell,2 in 1 Convertible,15.0,4,Windows 10,2.08,509.0,1920x1080,Full HD,Intel,Core i3,7100U,2.4,Intel,HD Graphics 620,Unknown,HDD,2.1972245773362196
1138,HP,Ultrabook,14.0,8,Windows 7,1.54,2198.19,2560x1440,Full HD,Intel,Core i7,6500U,2.5,Intel,HD Graphics 520,Unknown,SSD,2.995732273553991
64,Lenovo,Ultrabook,14.0,8,Windows 10,1.96,1903.0,1920x1080,Full HD,Intel,Core i7,7700HQ,2.8,Nvidia,GeForce GT 940MX,Dedicated,SSD,3.295836866004329
1161,Asus,2 in 1 Convertible,13.3,6,Windows 10,1.5,639.01,1920x1080,Full HD,Intel,Core i5,7200U,2.5,Intel,HD Graphics 620,Unknown,HDD,2.6390573296152584
